emp_no,first_name,last_name,birth_date,from_date,to_date,title
28193,Xinglin,Mitsuhashi,1/29/65,12/14/88,1/1/99,Engineer
231798,Goetz,Alvarado,1/28/65,12/25/88,1/1/99,Engineer
97018,Jeanna,Chinen,1/9/65,1/1/89,1/1/99,Engineer
456982,Shounak,Dratva,1/7/65,1/5/89,1/1/99,Engineer
17970,Filipp,Carrere,1/6/65,1/9/89,1/1/99,Technique Leader
421755,Shichao,Thiria,1/3/65,1/11/89,1/1/99,Senior Engineer
205500,Mary,Setiz,1/4/65,1/13/89,1/1/99,Senior Engineer
249866,Steen,Gubsky,1/15/65,1/14/89,1/1/99,Staff
250411,Ranga,Sommen,1/27/65,1/20/89,1/1/99,Senior Staff
211967,Anwar,Bain,1/7/65,1/22/89,1/1/99,Senior Engineer
273286,Brigham,Asmuth,1/26/65,1/23/89,1/1/99,Senior Engineer
107828,Ramya,Walston,1/26/65,2/3/89,1/1/99,Senior Staff
214789,Arfst,Chepyzhov,1/28/65,2/6/89,1/1/99,Senior Engineer
494088,Phule,Dahlbom,1/10/65,2/6/89,1/1/99,Engineer
428917,Theron,Billawala,1/23/65,2/17/89,1/1/99,Engineer
475938,Shigeaki,Lanteri,1/14/65,2/17/89,1/1/99,Senior Engineer
447544,Stabislas,Kakkad,1/22/65,2/19/89,1/1/99,Senior Staff
47016,Toong,Litecky,1/3/65,3/1/89,1/1/99,Senior Staff
208653,Phillip,Schade,1/23/65,3/3/89,1/1/99,Engineer
63419,Hiroyasu,Seuren,1/14/65,3/5/89,1/1/99,Senior Engineer
296428,Charmane,Simmen,1/3/65,3/7/89,1/1/99,Senior Staff
74800,Yuuichi,Conde,1/25/65,3/8/89,1/1/99,Senior Engineer
20885,Otmar,Rothenberg,1/21/65,3/14/89,1/1/99,Engineer
24571,Cordelia,Gischer,1/20/65,3/14/89,1/1/99,Senior Engineer
84179,Shuichi,Nanard,1/25/65,3/14/89,1/1/99,Senior Engineer
480268,Gaurav,Cheshire,1/18/65,3/30/89,1/1/99,Technique Leader
288142,Shay,Heystek,1/25/65,4/1/89,1/1/99,Senior Staff
427776,Jaques,Navazio,1/25/65,4/4/89,1/1/99,Senior Staff
484126,Manton,Lueh,1/5/65,4/7/89,1/1/99,Senior Staff
65998,Mandell,Alameldin,1/9/65,4/8/89,1/1/99,Senior Staff
260399,Hatem,Birsak,1/30/65,4/10/89,1/1/99,Staff
400358,Angus,Jullig,1/31/65,4/13/89,1/1/99,Senior Engineer
273159,Divine,Hofmeyr,1/26/65,4/14/89,1/1/99,Technique Leader
56105,Makato,Remmers,1/11/65,4/16/89,1/1/99,Engineer
18617,Surveyors,Crouzet,1/21/65,4/24/89,1/1/99,Senior Staff
241567,Emran,Miara,1/18/65,5/2/89,1/1/99,Engineer
282894,Fay,Bellmore,1/5/65,5/3/89,1/1/99,Senior Engineer
251301,Pintsang,Impagliazzo,1/30/65,5/6/89,1/1/99,Senior Staff
429238,Mona,Luck,1/29/65,5/11/89,1/1/99,Senior Staff
35044,Jiang,Waschkowski,1/4/65,5/27/89,1/1/99,Engineer
469269,Weiyi,Codenie,1/23/65,5/27/89,1/1/99,Engineer
209565,Dante,Covnot,1/9/65,5/28/89,1/1/99,Senior Staff
466367,Hiroyasu,Strandh,1/5/65,6/5/89,1/1/99,Staff
217551,Panayotis,Lukaszewicz,1/2/65,6/6/89,1/1/99,Senior Engineer
225964,Mooi,Cooman,1/19/65,6/7/89,1/1/99,Engineer
68608,Yucai,Seghrouchni,1/26/65,6/9/89,1/1/99,Engineer
54632,Etsuo,Serot,1/19/65,6/14/89,1/1/99,Staff
216573,Ashish,Vidya,1/29/65,6/16/89,1/1/99,Engineer
109620,Mani,Cannata,1/2/65,6/21/89,1/1/99,Senior Staff
257062,Stabislas,Pardalos,1/24/65,6/21/89,1/1/99,Senior Engineer
480407,Deniz,Bennis,1/1/65,6/24/89,1/1/99,Engineer
73516,Qingxiang,Badache,1/14/65,6/25/89,1/1/99,Engineer
242500,Bingning,Iisaku,1/8/65,6/26/89,1/1/99,Senior Staff
208330,Shen,Flanders,1/11/65,7/3/89,1/1/99,Senior Staff
31147,Divine,Sidhu,1/4/65,7/5/89,1/1/99,Senior Staff
290009,Zijian,Rindone,1/22/65,7/9/89,1/1/99,Senior Staff
72232,Naraig,Veldwijk,1/10/65,7/10/89,1/1/99,Engineer
108988,Oksana,Baek,1/19/65,7/20/89,1/1/99,Staff
455914,Peer,Angelopoulos,1/1/65,7/23/89,1/1/99,Engineer
278549,Jaana,Werthner,1/2/65,7/27/89,1/1/99,Senior Staff
89941,Arnould,Weedman,1/23/65,7/28/89,1/1/99,Senior Staff
420557,Mabhin,Eastman,1/6/65,8/2/89,1/1/99,Staff
292515,Bernd,Thummel,1/4/65,8/3/89,1/1/99,Assistant Engineer
290478,Tsvetan,Sherertz,1/3/65,8/7/89,1/1/99,Engineer
95286,Kristin,Guerreiro,1/18/65,8/23/89,1/1/99,Engineer
447135,Gennady,Rouquie,1/31/65,8/24/89,1/1/99,Senior Staff
494995,Yongmao,Pouyioutas,1/4/65,8/24/89,1/1/99,Senior Staff
467269,Nahum,Lambe,1/18/65,8/31/89,1/1/99,Technique Leader
265875,Fan,Marsiglia,1/20/65,9/3/89,1/1/99,Senior Engineer
242104,Richara,Sudkamp,1/5/65,9/5/89,1/1/99,Senior Staff
261662,Berni,Assaf,1/11/65,9/8/89,1/1/99,Senior Staff
98288,Sumali,Huttel,1/12/65,9/12/89,1/1/99,Senior Staff
87714,Khun,Janetzko,1/16/65,9/13/89,1/1/99,Assistant Engineer
213447,Armond,Perly,2/1/65,9/14/89,1/1/99,Engineer
409898,Divier,Ishibashi,2/1/65,9/22/89,1/1/99,Engineer
71685,Kristinn,Olano,1/1/65,10/3/89,1/1/99,Senior Engineer
277316,Vitali,Rothenberg,1/3/65,10/4/89,1/1/99,Staff
448918,Chiradeep,Arlazarov,1/23/65,10/6/89,1/1/99,Engineer
83509,Breannda,Collavizza,1/4/65,10/12/89,1/1/99,Senior Engineer
251437,Shichao,Iwayama,1/20/65,10/17/89,1/1/99,Engineer
60959,Tetsushi,Sridhar,1/9/65,10/19/89,1/1/99,Senior Staff
51060,Youngkon,Rohrbach,1/15/65,10/20/89,1/1/99,Engineer
214634,Shirish,Vickson,1/12/65,10/24/89,1/1/99,Senior Engineer
425780,Paris,Range,1/15/65,10/25/89,1/1/99,Senior Staff
82351,Stevo,Thambidurai,1/26/65,10/27/89,1/1/99,Senior Staff
414897,Juyoung,Willoner,1/17/65,11/3/89,1/1/99,Senior Staff
77647,Niranjan,Schaaf,1/7/65,11/5/89,1/1/99,Technique Leader
468659,Ranga,Lemarechal,1/18/65,11/5/89,1/1/99,Engineer
44540,Mingzeng,Sadowski,1/16/65,11/12/89,1/1/99,Senior Engineer
90084,Renny,Bale,1/1/65,11/22/89,1/1/99,Engineer
17988,Mabhin,Calkin,1/31/65,11/30/89,1/1/99,Senior Engineer
259273,Xiahua,Gomatam,1/22/65,12/1/89,1/1/99,Senior Engineer
17731,Gennady,Roison,1/16/65,12/6/89,1/1/99,Assistant Engineer
460691,Munehiko,Gihr,1/16/65,12/6/89,1/1/99,Senior Staff
232178,Etsuo,Anandan,1/29/65,12/13/89,1/1/99,Senior Staff
498838,Sanjay,Ciolek,1/16/65,12/13/89,1/1/99,Staff
421033,Garnik,Randt,1/14/65,12/23/89,1/1/99,Senior Staff
295857,Kankanahalli,Ciolek,1/17/65,12/26/89,1/1/99,Senior Staff
57934,Sanjoy,Boudaillier,1/25/65,12/27/89,1/1/99,Engineer
218100,Jiong,Garnham,1/24/65,1/2/90,1/1/99,Senior Staff
295278,Val,Barvinok,1/4/65,1/2/90,1/1/99,Senior Engineer
60875,Rildo,Masaki,1/21/65,1/14/90,1/1/99,Engineer
483978,Dung,Tanemo,1/24/65,1/28/90,1/1/99,Staff
89090,Tetsushi,Theuretzbacher,1/26/65,2/1/90,1/1/99,Senior Staff
14158,Caolyn,Setiz,1/22/65,2/6/90,1/1/99,Staff
420877,Khosrow,Erez,1/29/65,2/11/90,1/1/99,Staff
402718,Jeanna,Rettelbach,1/17/65,2/14/90,1/1/99,Engineer
292404,Hongzue,Zultner,1/28/65,2/22/90,1/1/99,Senior Staff
30007,Kousuke,Vecchio,1/24/65,2/23/90,1/1/99,Senior Engineer
445067,Eldridge,Kawashima,1/28/65,2/27/90,1/1/99,Engineer
488707,Mihalis,Remmers,1/16/65,3/1/90,1/1/99,Staff
27620,Shuji,Kandlur,1/25/65,3/2/90,1/1/99,Senior Engineer
416383,Nectarios,Itschner,1/29/65,3/2/90,1/1/99,Engineer
281692,Khosrow,Sommen,1/6/65,3/3/90,1/1/99,Senior Engineer
410372,Duri,Mitina,1/8/65,3/4/90,1/1/99,Engineer
420765,Shawna,Krider,1/17/65,3/9/90,1/1/99,Staff
80432,Stella,Figueira,1/17/65,3/14/90,1/1/99,Staff
439905,Kousuke,Levasseur,1/3/65,3/16/90,1/1/99,Senior Staff
81995,Sreekrishna,Brender,1/10/65,3/22/90,1/1/99,Senior Engineer
70990,Arumugam,Nitta,1/22/65,3/23/90,1/1/99,Senior Engineer
49010,Kazuhisa,Benantar,1/16/65,3/30/90,1/1/99,Staff
60091,Surveyors,Bade,2/1/65,4/11/90,1/1/99,Senior Staff
443485,Marke,Klerer,1/23/65,4/14/90,1/1/99,Senior Staff
465711,Lakshmi,Frijda,1/6/65,4/21/90,1/1/99,Senior Engineer
230498,Kolar,Puppo,1/15/65,4/25/90,1/1/99,Engineer
260501,Dzung,Pargas,1/14/65,5/17/90,1/1/99,Technique Leader
487988,Ekawit,Schaft,1/5/65,5/20/90,1/1/99,Senior Staff
66807,Aiman,Rosaz,1/21/65,5/22/90,1/1/99,Engineer
90292,Koichi,Assaf,1/9/65,5/26/90,1/1/99,Engineer
471911,Arun,Zaccaria,1/14/65,5/31/90,1/1/99,Engineer
221973,Sangeeta,Kalefeld,1/17/65,6/6/90,1/1/99,Staff
425875,Jahangir,Kroft,1/19/65,6/11/90,1/1/99,Staff
442096,Martijn,DiGiano,1/15/65,6/15/90,1/1/99,Senior Engineer
15058,Bouchung,Bugrara,1/30/65,6/18/90,1/1/99,Senior Staff
59195,Ronnie,Pollock,1/8/65,6/19/90,1/1/99,Technique Leader
287583,Jovan,Hockney,1/18/65,6/21/90,1/1/99,Senior Engineer
243637,Marjo,Delgrange,1/16/65,6/24/90,1/1/99,Senior Staff
277777,Herbert,Itzigehl,1/27/65,7/4/90,1/1/99,Senior Engineer
233397,Fay,Sundgren,1/16/65,7/7/90,1/1/99,Senior Staff
403954,Jeanna,Bratten,1/10/65,7/26/90,1/1/99,Engineer
258124,Mariusz,Zolotykh,1/17/65,7/28/90,1/1/99,Senior Staff
447999,Shiv,Vilarrasa,1/5/65,8/1/90,1/1/99,Engineer
484756,Phule,Ruemmler,1/16/65,8/9/90,1/1/99,Engineer
256881,Ioana,Jakobus,1/3/65,8/10/90,1/1/99,Senior Engineer
278953,Jeanna,Ghandeharizadeh,1/26/65,8/11/90,1/1/99,Senior Engineer
251680,Moty,Sommen,1/5/65,8/14/90,1/1/99,Senior Engineer
105731,Sachem,Cromarty,1/15/65,8/20/90,1/1/99,Engineer
259611,Shuichi,Marrakchi,1/27/65,8/21/90,1/1/99,Senior Staff
480035,Sukumar,Georg,1/26/65,8/26/90,1/1/99,Staff
70469,Tru,Miyakawa,1/12/65,9/3/90,1/1/99,Staff
232697,Barry,Ramsak,1/23/65,9/7/90,1/1/99,Engineer
287983,Randi,Munos,1/23/65,9/7/90,1/1/99,Senior Staff
97623,Haldon,Janetzko,1/25/65,9/11/90,1/1/99,Senior Staff
32347,Terresa,Peres,1/8/65,9/15/90,1/1/99,Senior Staff
35441,Chandrasekaran,Peek,1/31/65,9/17/90,1/1/99,Engineer
497340,Fayez,Keohane,1/6/65,9/19/90,1/1/99,Senior Staff
463099,Jinxi,Schmiedel,1/15/65,9/21/90,1/1/99,Senior Staff
488788,Wuxu,Garigliano,1/12/65,9/21/90,1/1/99,Staff
210017,Shalesh,Lovengreen,1/28/65,9/29/90,1/1/99,Senior Staff
477578,Marit,Paludetto,1/23/65,9/30/90,1/1/99,Engineer
290075,Boalin,Byoun,1/15/65,10/1/90,1/1/99,Staff
100865,Hisao,Peral,1/19/65,10/3/90,1/1/99,Engineer
205863,Aiichiro,Kusalik,1/6/65,10/4/90,1/1/99,Engineer
241100,Cedric,Molenaar,1/23/65,10/6/90,1/1/99,Engineer
204425,Gretta,Huttel,1/3/65,10/8/90,1/1/99,Senior Engineer
472238,Jungsoon,Gubsky,1/31/65,10/9/90,1/1/99,Senior Engineer
481050,Weiru,Burnard,1/16/65,10/15/90,1/1/99,Senior Staff
268191,LiMin,Teitelbaum,1/7/65,11/1/90,1/1/99,Senior Engineer
204764,Susanne,Mandelberg,1/22/65,11/2/90,1/1/99,Engineer
436797,Ohad,Henders,1/24/65,11/3/90,1/1/99,Senior Staff
221367,Saddek,Farris,1/13/65,11/6/90,1/1/99,Senior Staff
452956,Gou,Thombley,1/17/65,11/7/90,1/1/99,Senior Engineer
68416,Munenori,Debuse,1/27/65,11/8/90,1/1/99,Senior Engineer
22455,Barry,Unno,1/6/65,11/16/90,1/1/99,Staff
82928,Alselm,Rikino,1/27/65,11/16/90,1/1/99,Engineer
207980,Remko,Vieth,1/7/65,11/22/90,1/1/99,Senior Staff
261737,Mark,Lindqvist,1/23/65,11/22/90,1/1/99,Engineer
49017,Filipp,Flanders,1/7/65,11/26/90,1/1/99,Engineer
444070,Heping,Skrikant,1/15/65,11/27/90,1/1/99,Staff
64532,Atilio,Segond,1/23/65,11/29/90,1/1/99,Engineer
263645,Mingsen,Lally,1/19/65,12/4/90,1/1/99,Senior Engineer
264030,Zdislav,Solares,1/15/65,12/14/90,1/1/99,Engineer
447931,Martijn,Jeong,1/11/65,12/14/90,1/1/99,Senior Staff
15050,Nikolaos,Kruskal,1/18/65,12/17/90,1/1/99,Engineer
447982,Shiv,Baezner,1/25/65,12/17/90,1/1/99,Senior Engineer
228554,Bilhanan,Brendel,1/3/65,12/23/90,1/1/99,Senior Staff
216921,Lena,Lenart,1/22/65,12/25/90,1/1/99,Staff
273858,Gunilla,Matzen,1/13/65,12/28/90,1/1/99,Senior Staff
34261,Kyoichi,Callaway,1/5/65,12/30/90,1/1/99,Senior Staff
469366,Aiman,Wilfing,1/12/65,12/30/90,1/1/99,Senior Engineer
264322,Leandro,Swist,1/3/65,1/6/91,1/1/99,Senior Staff
79171,Guiseppe,Ellozy,1/19/65,1/12/91,1/1/99,Senior Engineer
89161,Conal,Yetto,1/7/65,1/12/91,1/1/99,Staff
277362,Uzi,Kugler,1/9/65,1/12/91,1/1/99,Senior Staff
207204,Kellie,Schrooten,1/25/65,1/17/91,1/1/99,Assistant Engineer
27331,Wanqing,Krohm,1/19/65,1/22/91,1/1/99,Staff
53924,Arnould,Gaughan,1/27/65,1/23/91,1/1/99,Engineer
65539,Aksel,Picaronny,1/23/65,1/27/91,1/1/99,Engineer
288893,Bedrich,Rosenbaum,1/30/65,1/27/91,1/1/99,Engineer
450475,Saeed,Bahl,1/21/65,1/29/91,1/1/99,Senior Staff
101487,Abdelaziz,Sury,1/14/65,1/31/91,1/1/99,Senior Staff
480178,Uinam,Rahier,1/3/65,2/10/91,1/1/99,Senior Staff
34936,Bokyung,Stamatiou,1/12/65,2/12/91,1/1/99,Technique Leader
287984,Troy,Kobuchi,1/9/65,2/12/91,1/1/99,Senior Engineer
275994,Uma,Prampolini,1/29/65,2/21/91,1/1/99,Engineer
299346,Fumitake,Sichman,1/9/65,2/21/91,1/1/99,Senior Staff
454994,Mohan,Picht,1/1/65,2/24/91,1/1/99,Senior Engineer
286026,Utpal,Zaumen,1/21/65,2/25/91,1/1/99,Staff
212154,Sailaja,Holburn,1/17/65,3/4/91,1/1/99,Senior Staff
101902,Mantis,Millington,1/14/65,3/18/91,1/1/99,Senior Staff
244711,Rosli,Butner,1/25/65,3/20/91,1/1/99,Engineer
31341,Oksana,Zultner,1/1/65,3/23/91,1/1/99,Staff
233765,Kotesh,Chachaty,1/20/65,3/25/91,1/1/99,Senior Engineer
20129,Rafael,Skafidas,1/10/65,3/28/91,1/1/99,Senior Engineer
266249,Sumant,Nishimukai,1/15/65,3/28/91,1/1/99,Senior Staff
426235,Danco,Rajala,1/31/65,3/29/91,1/1/99,Senior Staff
276184,Mari,Swick,1/10/65,4/8/91,1/1/99,Senior Staff
69867,Miyeon,Rothe,1/22/65,4/9/91,1/1/99,Staff
65883,Patricia,Pepe,1/7/65,4/19/91,1/1/99,Senior Staff
82098,Poornachandra,Wilharm,1/25/65,4/20/91,1/1/99,Engineer
404755,Manu,Junet,1/13/65,4/20/91,1/1/99,Senior Staff
247875,Xiong,Anick,1/2/65,4/23/91,1/1/99,Senior Staff
451272,Jacopo,Krohm,1/2/65,4/24/91,1/1/99,Engineer
453070,Aran,Rosenbaum,1/6/65,4/25/91,1/1/99,Staff
109252,Moty,Winter,1/15/65,4/28/91,1/1/99,Technique Leader
222952,Gopalakrishnan,Suermann,1/28/65,4/30/91,1/1/99,Senior Engineer
494019,Morrie,Iisaku,1/16/65,5/6/91,1/1/99,Staff
34452,Naftaly,Foong,1/8/65,5/10/91,1/1/99,Engineer
35793,Oscar,Kusalik,1/1/65,5/11/91,1/1/99,Staff
296687,Palash,Spieker,1/2/65,5/11/91,1/1/99,Staff
478799,Shaw,Borovoy,1/18/65,5/11/91,1/1/99,Senior Staff
234195,Luerbio,Terkki,1/7/65,5/14/91,1/1/99,Senior Staff
49119,Lena,Peek,1/9/65,5/16/91,1/1/99,Engineer
435370,Conal,Basart,1/16/65,5/17/91,1/1/99,Senior Staff
80948,Harjit,Bardell,1/27/65,5/24/91,1/1/99,Engineer
238112,Miomir,Frezza,1/12/65,5/25/91,1/1/99,Technique Leader
14075,Denny,Tchuente,1/3/65,5/30/91,1/1/99,Assistant Engineer
433260,Make,Olivero,2/1/65,6/1/91,1/1/99,Engineer
442312,Zengping,Cusworth,1/5/65,6/7/91,1/1/99,Senior Engineer
249969,Georgi,Luiz,1/21/65,6/10/91,1/1/99,Engineer
446306,Hercules,Kabayashi,1/22/65,6/10/91,1/1/99,Senior Engineer
229391,Paloma,Henseler,1/15/65,6/11/91,1/1/99,Engineer
99377,Carrsten,Francisci,1/18/65,6/16/91,1/1/99,Senior Engineer
451253,Jaihie,Ozeri,1/15/65,6/21/91,1/1/99,Senior Staff
270794,Dannz,Zhang,2/1/65,6/26/91,1/1/99,Senior Staff
18810,Taiji,Jarecki,1/9/65,6/27/91,1/1/99,Engineer
267059,Moie,Tempesti,1/9/65,6/29/91,1/1/99,Senior Staff
488142,Denis,Narlikar,1/5/65,7/1/91,1/1/99,Staff
104133,Pranjal,Zyda,1/31/65,7/3/91,1/1/99,Senior Staff
203474,Hugh,Jonsson,1/3/65,7/6/91,1/1/99,Senior Staff
90077,Vivian,Guerreiro,1/24/65,7/8/91,1/1/99,Assistant Engineer
445723,Gaurav,Roison,1/31/65,7/12/91,1/1/99,Senior Staff
455814,Giao,DuCasse,1/28/65,7/19/91,1/1/99,Engineer
419953,Ung,Orlowski,1/29/65,7/22/91,1/1/99,Senior Staff
244308,Mokhtar,Rebaine,1/10/65,7/23/91,1/1/99,Senior Staff
493031,Hironoby,Jakobus,1/23/65,7/30/91,1/1/99,Senior Staff
466603,Yechezkel,Nourani,1/23/65,8/1/91,1/1/99,Senior Staff
430891,Khalil,Gien,1/6/65,8/6/91,1/1/99,Senior Engineer
89590,Guther,Rothenberg,1/27/65,8/8/91,1/1/99,Senior Staff
230354,Yinghua,Lorho,1/31/65,8/9/91,1/1/99,Staff
47702,Juyoung,Vieri,1/21/65,8/12/91,1/1/99,Senior Staff
95314,Rasiah,Koblick,1/22/65,8/21/91,1/1/99,Senior Staff
13499,Kazuhiko,Sidou,1/16/65,9/1/91,1/1/99,Technique Leader
60821,Moty,Mersereau,1/2/65,9/3/91,1/1/99,Senior Staff
235017,Irena,Dratva,1/17/65,9/7/91,1/1/99,Staff
482905,Aral,Hebden,1/16/65,9/10/91,1/1/99,Senior Staff
428082,Ronghao,Alpin,1/9/65,9/11/91,1/1/99,Staff
423204,Uma,Stranks,1/8/65,9/13/91,1/1/99,Senior Staff
416720,Tokuyasu,Xiaoshan,1/14/65,9/19/91,1/1/99,Senior Engineer
478007,Fumino,Narahara,1/6/65,9/21/91,1/1/99,Engineer
74200,Holgard,Weiland,1/16/65,9/24/91,1/1/99,Senior Engineer
205085,Moni,Kornyak,1/23/65,9/26/91,1/1/99,Technique Leader
51057,Theirry,Albarhamtoshy,1/29/65,9/27/91,1/1/99,Senior Staff
438264,Rasikan,Barreiro,1/19/65,9/27/91,1/1/99,Senior Staff
492217,Heekeun,Verhaegen,1/16/65,9/28/91,1/1/99,Senior Engineer
230002,Tadahiro,Backhouse,1/7/65,10/2/91,1/1/99,Engineer
21181,Jianhui,Cangellaris,1/21/65,10/6/91,1/1/99,Engineer
219497,Moie,Zastre,1/22/65,10/11/91,1/1/99,Technique Leader
260153,Mingdong,Baar,1/28/65,10/14/91,1/1/99,Technique Leader
275263,Vojin,Laventhal,1/21/65,10/18/91,1/1/99,Engineer
477969,Bluma,Mundy,1/18/65,10/18/91,1/1/99,Engineer
56415,Sigeru,Nivat,1/30/65,10/24/91,1/1/99,Staff
482944,Duke,Journel,1/26/65,10/26/91,1/1/99,Senior Staff
478768,Arun,Katzenelson,1/3/65,10/28/91,1/1/99,Engineer
25488,Ingmar,Basawa,1/19/65,11/9/91,1/1/99,Senior Staff
109741,Hatem,Fadgyas,1/11/65,11/13/91,1/1/99,Senior Engineer
288606,Susumu,Swiss,1/21/65,11/15/91,1/1/99,Senior Staff
202552,Morris,Saoudi,1/5/65,11/22/91,1/1/99,Engineer
413831,Mohamadou,Grabner,1/9/65,11/25/91,1/1/99,Staff
440435,Sandeepan,Rosti,1/3/65,11/26/91,1/1/99,Senior Engineer
284300,Ishfaq,Mahmud,1/22/65,11/29/91,1/1/99,Staff
40269,Toshiki,Ghazalie,1/10/65,12/5/91,1/1/99,Senior Staff
450936,Yuriy,Ponthieu,1/18/65,12/11/91,1/1/99,Senior Staff
284856,Moto,Kobara,1/5/65,12/12/91,1/1/99,Senior Engineer
481213,Shigehiro,Haldar,1/8/65,12/14/91,1/1/99,Senior Staff
200789,Susumu,Camurati,1/14/65,12/15/91,1/1/99,Senior Staff
21909,Mohammed,Brizzi,1/4/65,12/28/91,1/1/99,Staff
202414,Zvonko,Murthy,1/13/65,1/7/92,1/1/99,Senior Staff
278536,Munenori,Shobatake,1/14/65,1/10/92,1/1/99,Senior Staff
294144,Takanari,Ermel,1/9/65,1/11/92,1/1/99,Senior Staff
10762,Lech,Himler,1/19/65,1/21/92,1/1/99,Senior Staff
457813,Foong,Gargeya,1/28/65,1/24/92,1/1/99,Engineer
218022,Mokhtar,Poupard,1/26/65,2/2/92,1/1/99,Technique Leader
294527,Ashish,Candan,1/4/65,2/2/92,1/1/99,Senior Staff
491079,Kwangsub,Keirsey,1/6/65,2/4/92,1/1/99,Senior Engineer
39301,Rimon,Kawashima,1/7/65,2/6/92,1/1/99,Senior Staff
229981,Jamaludin,Fordan,1/19/65,2/6/92,1/1/99,Engineer
247122,Xiaobin,Narlikar,1/23/65,2/14/92,1/1/99,Senior Staff
426818,Gaurav,Fendler,1/21/65,2/15/92,1/1/99,Staff
71141,Sajjad,Vitiello,1/2/65,2/17/92,1/1/99,Staff
455175,Soenke,Zaumen,1/14/65,2/22/92,1/1/99,Senior Staff
258643,Przemyslawa,Esposito,1/11/65,2/27/92,1/1/99,Senior Engineer
77303,Xinglin,Birge,1/18/65,3/5/92,1/1/99,Senior Staff
93040,Jaques,Kabayashi,1/19/65,3/13/92,1/1/99,Senior Engineer
240870,Francesca,Chorvat,1/6/65,3/17/92,1/1/99,Staff
442002,Ravishankar,Baig,1/3/65,3/17/92,1/1/99,Staff
107792,Shahab,Crooks,1/13/65,3/18/92,1/1/99,Senior Staff
201915,Sudharsan,DeMori,1/2/65,3/30/92,1/1/99,Senior Engineer
68648,Jaques,DiGiano,1/25/65,4/1/92,1/1/99,Technique Leader
261990,Volkmar,Czaja,1/16/65,4/1/92,1/1/99,Senior Staff
435774,Olivera,Bharadwaj,1/9/65,4/1/92,1/1/99,Staff
76201,Arif,Preusig,1/10/65,4/2/92,1/1/99,Senior Engineer
103756,Heping,Halloran,1/31/65,4/8/92,1/1/99,Engineer
254044,Gunilla,Brendel,1/16/65,4/10/92,1/1/99,Engineer
262636,Tamiya,Reutenauer,1/4/65,4/10/92,1/1/99,Senior Engineer
92438,Aria,Kilgore,1/4/65,4/11/92,1/1/99,Engineer
100916,Heejo,Aamodt,1/18/65,4/22/92,1/1/99,Senior Engineer
473268,Hugo,Sgarro,1/1/65,4/24/92,1/1/99,Senior Staff
413729,Harjit,Ernst,1/2/65,4/26/92,1/1/99,Technique Leader
225438,Remmert,Quaggetto,1/14/65,4/28/92,1/1/99,Senior Staff
411082,Martine,Cangellaris,1/8/65,4/28/92,1/1/99,Engineer
259619,Conal,Magliocco,1/21/65,5/9/92,1/1/99,Senior Staff
435181,Kazuhide,Fiutem,1/16/65,5/10/92,1/1/99,Senior Staff
473490,Pantung,Reeker,1/6/65,5/11/92,1/1/99,Senior Staff
71745,Adil,Laventhal,1/2/65,5/13/92,1/1/99,Assistant Engineer
239803,Oscal,Ernst,1/30/65,5/19/92,1/1/99,Senior Staff
473299,Khaled,Penn,1/12/65,5/19/92,1/1/99,Senior Staff
48947,Filipp,Akaboshi,1/5/65,5/20/92,1/1/99,Senior Staff
108316,Shai,Stellhorn,1/2/65,5/21/92,1/1/99,Senior Engineer
81105,Jaewon,Boissier,1/14/65,5/24/92,1/1/99,Engineer
436558,Subir,Greibach,1/8/65,5/24/92,1/1/99,Senior Engineer
450934,Chanjung,Raoux,1/23/65,5/25/92,1/1/99,Engineer
459429,Mohit,Verhaegen,1/14/65,5/27/92,1/1/99,Staff
207779,Chinya,Kamble,1/16/65,5/31/92,1/1/99,Senior Staff
429532,Bartek,Vendrig,1/25/65,6/6/92,1/1/99,Senior Staff
410804,Ronnie,Denos,1/17/65,6/8/92,1/1/99,Engineer
453644,Berni,Takkinen,1/7/65,6/8/92,1/1/99,Senior Staff
489756,Kersti,Miculan,1/1/65,6/9/92,1/1/99,Staff
104845,Werner,Lodder,1/29/65,6/17/92,1/1/99,Senior Staff
251645,Bezalel,Tsunoo,1/6/65,6/17/92,1/1/99,Senior Staff
109062,Jamaludin,Kandlur,2/1/65,6/19/92,1/1/99,Senior Engineer
36982,Kotesh,Rajala,1/22/65,6/23/92,1/1/99,Engineer
235458,Gio,Heuser,1/5/65,6/28/92,1/1/99,Senior Staff
443841,Shaw,Kading,1/8/65,7/16/92,1/1/99,Senior Staff
427852,Adil,Kieras,1/2/65,7/20/92,1/1/99,Senior Engineer
239664,Sugwoo,Michaels,1/4/65,8/2/92,1/1/99,Engineer
491596,Charmane,Pargas,1/21/65,8/3/92,1/1/99,Senior Engineer
296303,Mariangiola,Heyers,1/28/65,8/4/92,1/1/99,Technique Leader
104988,Parviz,Litzler,1/7/65,8/8/92,1/1/99,Senior Engineer
416492,Kannan,Meriste,1/15/65,8/12/92,1/1/99,Senior Engineer
52770,Shugo,Yurek,1/31/65,8/28/92,1/1/99,Senior Staff
429569,Fumiya,Chappelet,1/3/65,9/3/92,1/1/99,Assistant Engineer
201708,Anneli,Perl,1/15/65,9/8/92,1/1/99,Senior Staff
62046,Karlis,Nanard,1/31/65,9/19/92,1/1/99,Senior Engineer
478833,Pradeep,Valiente,1/30/65,9/19/92,1/1/99,Engineer
200735,Dinah,Denos,1/9/65,9/21/92,1/1/99,Staff
